ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0015740,C4-dicarboxylate transport,15/5933,27/29008,6.24E-05,3.35E-04,1.63E-04,Slc25a10/Slc25a22/Abat/Prkcd/Slc1a1/Lrrc8d/Slc1a3/Slc25a12/Slc13a2/Slc25a18/Slc25a13/Lrrc8c/Ntsr1/Lrrc8e/Gfap,15
GO:0032528,microvillus organization,15/5933,27/29008,6.24E-05,3.35E-04,1.63E-04,Fscn1/Klf5/Stx2/Ezr/Rap1gap/Espn/Slc9a3r1/Tnik/Podxl/Ptpn11/Vil1/Stk26/Myo1a/Pld1/Atp8b1,15
GO:0010002,cardioblast differentiation,12/5933,19/29008,6.25E-05,3.35E-04,1.63E-04,Rest/Gata6/Tgfb2/Prickle1/T/Notch1/Wnt3a/Gata4/Dhx36/Tbx2/Nkx2-5/Myocd,12
GO:0021924,cell proliferation in external granule layer,12/5933,19/29008,6.25E-05,3.35E-04,1.63E-04,Slc6a4/Gli1/Rere/Psmg1/Zfp423/Atf5/Cend1/Rora/Skor2/Lhx5/Shh/Fgf2,12
GO:0021930,cerebellar granule cell precursor proliferation,12/5933,19/29008,6.25E-05,3.35E-04,1.63E-04,Slc6a4/Gli1/Rere/Psmg1/Zfp423/Atf5/Cend1/Rora/Skor2/Lhx5/Shh/Fgf2,12
GO:1905874,regulation of postsynaptic density organization,12/5933,19/29008,6.25E-05,3.35E-04,1.63E-04,Ptprs/Lrfn1/Cbln1/Nrxn1/Lrrtm1/Nptx1/Cfl1/Ptprd/Sipa1l1/Dbn1/Zmynd8/Lrfn4,12
GO:0046165,alcohol biosynthetic process,48/5933,138/29008,6.26E-05,3.36E-04,1.63E-04,Ephx1/Prkaa1/Apoe/Pmvk/Abca2/Sptlc1/Lhcgr/Itpka/Nfkb1/Itpkc/Plcd1/Fdft1/Rest/Cd244a/Snca/Plcg2/Fgf1/Ipmk/Isyna1/Bmp2/Bmp6/Srebf1/Dhdds/Apob/Gba/Sec14l2/Sod1/Plcg1/Itpkb/Akr1b3/Apoa1/Acer2/Cyp27a1/Asah2/Cyp51/Prkaa2/Cyp27b1/Tm7sf2/Ntsr1/Park7/Ippk/P2ry6/Fgf2/Insig1/Clcn2/Hmgcs2/Dkk3/Moxd1,48
GO:0060428,lung epithelium development,23/5933,51/29008,6.33E-05,3.39E-04,1.65E-04,Ncor2/Klf2/Foxa2/Foxp2/Foxa1/Thrb/Sox9/Gata6/Fndc3b/Wnt7b/Grhl2/Hoxa5/Spdef/Eya1/Fgfr4/Sav1/Foxp1/Shh/Fgfr3/Ascl1/Nkx2-1/Map2k1/Stra6,23
GO:0048008,platelet-derived growth factor receptor signaling pathway,27/5933,64/29008,6.41E-05,3.43E-04,1.67E-04,Phf14/Plekha1/Arid5b/Ptprj/Jak2/Ndrg4/Nrp1/Pdgfrb/Snca/Src/Bcar1/Zfp950/Lox/Ptgir/Bcr/Rapgef1/Rgs14/Slc9a3r1/Myo1e/Ptpn11/Pdgfa/Myocd/Pdgfb/Itgb3/Lrig2/Iqgap1/Hip1r,27
GO:0008064,regulation of actin polymerization or depolymerization,62/5933,191/29008,6.44E-05,3.44E-04,1.67E-04,Slit2/Kirrel/Rac1/Tpm1/Ppp1r9a/Prkce/Cyrib/Snx9/Cyria/Swap70/Ssh1/Capg/Sh3bp1/Map3k1/Prkcd/Sema5a/Spire2/Kank3/Pecam1/Wasf2/Arfgef1/Cyfip1/Actr2/Bin1/Tlr2/Pick1/Tmod2/Arpc1b/Twf1/Vill/Esam/Spire1/Tmod1/Coro1a/Whamm/Cdc42ep2/Cyfip2/Capza2/Cfl2/Specc1l/Vil1/Csf3/Cfl1/Ssh3/Scin/Icam1/Svil/Baiap2l1/Cdc42ep1/Ssh2/Arpin/Eps8/Lmod3/Abi2/Dbn1/Gsn/Pfn3/Add2/Rictor/Arpc3/Hip1r/Pak3,62
GO:0010595,positive regulation of endothelial cell migration,40/5933,109/29008,6.47E-05,3.46E-04,1.68E-04,Akt3/Grn/Sparc/Rac1/Nfe2l2/Prkd2/Nos3/Nrp1/Flt4/Adgra2/Stat5a/Atoh8/Tgfb1/Bcar1/Dicer1/Sema5a/Foxc2/Fgf1/Zc3h12a/Gata2/Gpld1/Angpt4/Wnt7a/Pik3cb/Plpp3/Bmpr2/Zfp580/Fgf18/Smoc2/Plcg1/Agt/Pik3cd/Foxp1/Shh/Lgmn/Pdgfb/Itgb3/Fgf2/Bcas3/Alox12,40
GO:0071478,cellular response to radiation,57/5933,172/29008,6.57E-05,3.51E-04,1.70E-04,Mmp9/Ddb1/Nedd4/N4bp1/Slc24a4/Crip1/Bcl2l1/Agap3/Mettl3/Sde2/Crebbp/Egr1/Timp1/Tgfb1/Tspyl5/Mc1r/Yy1/Prkcd/Zbtb1/Ccnd2/Gpr88/Akt2/Kdm1a/Eif2ak4/1700007K13Rik/Rrh/Rad9b/Usp47/Atm/Mdm2/Tmem109/Ercc4/Rs1/Bak1/Sfrp2/Ruvbl2/Itgb6/Trp53inp1/Ect2/Dhx36/Gnb5/Sfrp1/Opn1sw/Map3k20/Bbc3/Bmf/Pcp2/Rpl26/Hyal2/Atr/Blm/Tmem161a/Bax/Impact/Pbk/Nsmce3/Trpm1,57
GO:0007224,smoothened signaling pathway,53/5933,157/29008,6.71E-05,3.58E-04,1.74E-04,Kctd6/Gpr161/Rfx4/Hipk1/Evc2/Scube3/Prrx1/Gli3/Foxa2/Herc4/Fgf9/Ror2/Rack1/Cc2d2a/Foxa1/Fbxl17/Sufu/Mgrn1/Ext1/Sall3/Gli1/Armc9/Wdr11/Wnt7b/Zfp423/Shox2/Ptch2/Intu/Dcdc2a/Rora/Ttc23/Tgfbr2/Ptch1/Skor2/Rb1/Ift81/Cfap410/Pkd2l1/Sfrp1/Nkx6-1/Hipk2/Mosmo/Shh/Fgfr3/Mks1/Hhip/Foxf1/2700049A03Rik/Wdr19/Dlg5/Hhat/Ihh/Tedc2,53
GO:0033628,regulation of cell adhesion mediated by integrin,22/5933,48/29008,6.73E-05,3.58E-04,1.74E-04,Epha2/Cyp1b1/Swap70/Efna1/Ret/Serpine1/Jam3/Tgfb2/Foxc2/Ada/Rac3/Epha8/Lif/Podxl/Plau/Ptpn11/Acer2/Nexmif/Itgb3/Tesc/Syk/Piezo1,22
GO:0034219,carbohydrate transmembrane transport,43/5933,120/29008,6.73E-05,3.58E-04,1.74E-04,Fgf15/Lmbrd1/Klf15/Tsc1/Ak1/Slc2a3/Mef2a/Irs1/Nfe2l2/Slc5a1/Rhoq/Slc23a1/Slc5a4b/Edn1/Inpp5k/Pou4f2/Prkcd/Akt2/Braf/Slc5a2/Sh2b2/Tmem144/Aoc3/Slc45a1/Erbb4/Drd1/Grk2/Rap1a/Slc2a10/Slc2a9/Adipor2/Ace/Ptpn11/Prkci/Upk3b/Repin1/Esr1/Erfe/Sorbs1/Prkcb/Rtn2/Fabp5/C1qtnf12,43
GO:0045621,positive regulation of lymphocyte differentiation,43/5933,120/29008,6.73E-05,3.58E-04,1.74E-04,Ikzf1/Btn2a2/Tnfsf9/Lef1/Tox/Gli3/Nfkbiz/Sox12/Stat5a/Rhoh/Zfp609/Tgfb1/Socs5/Egr3/Vsir/Zbtb1/Sox4/Nfkbid/Il15ra/Vnn1/Ada/Ap3d1/Zbtb16/Ppp2r3c/Tgfbr2/Mmp14/Sox13/Myb/Il12a/Itpkb/Adam8/Hsp90aa1/Shh/Rasgrp1/Nkap/Il6/Rara/Stat5b/Ccr7/Syk/Ihh/Cd83/Prkcz,43
GO:0060048,cardiac muscle contraction,46/5933,131/29008,6.77E-05,3.60E-04,1.75E-04,Trpm4/Jup/Tpm1/Kcnd3/Cacna1g/Flna/Adrb1/Smtn/Sgcd/Akap9/Kcnq1/Smad5/Bin1/Zc3h12a/Ctnna3/Pde4b/Gaa/Chga/Grk2/Ank2/Mybpc3/Gata4/Agrn/Vegfb/Myl3/Kcne3/Kcnn2/Scn5a/Psen2/Nkx2-5/Scn4b/Smad7/Ttn/Fgf13/Cacna2d1/Myl2/Dsg2/Slc8a1/Kcne2/Hcn4/Gsn/Ppp1r13l/Hdac4/Tnnt2/Ucn/Rangrf,46
GO:0006914,autophagy,123/5933,437/29008,6.78E-05,3.60E-04,1.75E-04,Sh3glb1/Tex264/Bcl2l11/Prkaa1/Rptor/Retreg1/Tsc1/Arl8b/Mapk3/Atg101/Tbk1/Mtcl1/Sptlc1/Sbf2/Eif4g1/Rnf152/Chmp4b/Fez1/Vps13d/Foxo3/Itgb4/Optn/Ubqln4/Fis1/Atg14/Snca/Foxk2/Wdfy4/Hap1/Mapt/Vps13c/Pacs2/Nsfl1c/Rubcnl/Wdfy3/Nod2/Bnip3/Klhl22/Keap1/Soga1/Eif2ak4/Plekhf1/Triml2/Map1lc3b/Irf8/Ubqln1/Larp1/Tfeb/Atm/Usp13/Plekhm1/Ubqln2/Zc3h12a/Tcirg1/Trim14/Pip4k2c/Gpsm1/Ercc4/Trim8/Tlr2/Dram1/Bcl2/Vdac1/Nupr1/Tbc1d12/Atg16l1/Pik3cb/Fundc1/Srebf1/Poldip2/Dapl1/Trp53inp1/Zkscan3/Trappc4/Atg9b/Anxa7/Gba/Nrbp2/Scoc/Gata4/Rab12/Hspa8/Pafah1b2/Pmp22/Nbr1/Nlrp6/Fbxl2/Lepr/Wdr24/Atp13a2/Acer2/Wipi2/Gnai3/Wac/Foxk1/Plk3/Prkaa2/Bmf/Lzts1/Lrrk2/Sec22b/Atg7/Gramd1a/Dapk1/Mtmr4/Tbc1d14/Wipi1/Map3k7/Flcn/Ubxn6/Tpcn2/Vamp8/Park7/Map2k1/Usp36/Trappc8/Lamp2/Clu/Elapor1/Rab1b/Mt3/Mtmr9/Gfap,123
GO:0061919,process utilizing autophagic mechanism,123/5933,437/29008,6.78E-05,3.60E-04,1.75E-04,Sh3glb1/Tex264/Bcl2l11/Prkaa1/Rptor/Retreg1/Tsc1/Arl8b/Mapk3/Atg101/Tbk1/Mtcl1/Sptlc1/Sbf2/Eif4g1/Rnf152/Chmp4b/Fez1/Vps13d/Foxo3/Itgb4/Optn/Ubqln4/Fis1/Atg14/Snca/Foxk2/Wdfy4/Hap1/Mapt/Vps13c/Pacs2/Nsfl1c/Rubcnl/Wdfy3/Nod2/Bnip3/Klhl22/Keap1/Soga1/Eif2ak4/Plekhf1/Triml2/Map1lc3b/Irf8/Ubqln1/Larp1/Tfeb/Atm/Usp13/Plekhm1/Ubqln2/Zc3h12a/Tcirg1/Trim14/Pip4k2c/Gpsm1/Ercc4/Trim8/Tlr2/Dram1/Bcl2/Vdac1/Nupr1/Tbc1d12/Atg16l1/Pik3cb/Fundc1/Srebf1/Poldip2/Dapl1/Trp53inp1/Zkscan3/Trappc4/Atg9b/Anxa7/Gba/Nrbp2/Scoc/Gata4/Rab12/Hspa8/Pafah1b2/Pmp22/Nbr1/Nlrp6/Fbxl2/Lepr/Wdr24/Atp13a2/Acer2/Wipi2/Gnai3/Wac/Foxk1/Plk3/Prkaa2/Bmf/Lzts1/Lrrk2/Sec22b/Atg7/Gramd1a/Dapk1/Mtmr4/Tbc1d14/Wipi1/Map3k7/Flcn/Ubxn6/Tpcn2/Vamp8/Park7/Map2k1/Usp36/Trappc8/Lamp2/Clu/Elapor1/Rab1b/Mt3/Mtmr9/Gfap,123
GO:0007218,neuropeptide signaling pathway,34/5933,88/29008,6.83E-05,3.62E-04,1.76E-04,Gipr/Ltb4r2/Gpr1/Gpr84/Npbwr1/Gal/Nmur2/Npb/Galp/Galr3/Npff/Sstr3/Oprd1/Sstr1/Calca/Tyro3/Gpr37/Ppy/Ntsr2/Hcrtr1/Sstr4/Ecel1/Adcyap1/Ptgdr2/Glrb/Oprk1/Uts2r/Penk/Ntsr1/Crcp/Crhr1/Glra1/Ucn/Nmb,34
GO:0010460,positive regulation of heart rate,16/5933,30/29008,6.90E-05,3.66E-04,1.78E-04,Trpm4/Avpr1a/Chrna7/Tpm1/Adra1d/Edn1/Adrb1/Hrc/Adm/Kcnq1/Slc1a1/Ada/Crhr2/Scn5a/Edn2/Apln,16
GO:0021602,cranial nerve morphogenesis,16/5933,30/29008,6.90E-05,3.66E-04,1.78E-04,Six1/Ephb1/Gli3/Nrp2/Nrp1/Mafb/Ephb2/Cited2/Phox2a/Pax2/Kcna2/Tbx1/Neurog1/Hoxd3/Sema3f/Atp8b1,16
GO:0009755,hormone-mediated signaling pathway,54/5933,161/29008,7.02E-05,3.71E-04,1.81E-04,Bmp7/Ncor2/Ywhah/Per1/Lhcgr/Phb/Nedd4/Rarg/Nodal/Jak2/Rarb/Lgr5/Foxa1/Thrb/Fkbp4/Cry1/Dnaaf4/Src/Pou4f2/Ppard/Ucn2/Trerf1/Nr3c1/Gcgr/Nkx3-1/Sgk1/Lats2/Zbtb7a/Wbp2/Ubr5/Kank2/Trh/Smarca4/Ncoa1/Ptges3/Cyp7b1/Arid1a/Esr2/Nr1d1/Adipor2/Ptpn11/Sfrp1/Esr1/Hdac1/Foxp1/Pparg/Ncoa3/Rara/Calcoco1/Crhbp/Park7/Heyl/Ghsr/Ntrk2,54
GO:0010830,regulation of myotube differentiation,21/5933,45/29008,7.07E-05,3.74E-04,1.82E-04,Bhlhe41/Hdac5/Cyp26b1/Sik1/Ccn3/Shox2/Notch1/Bcl2/Mmp14/Atp11a/Tbx1/Nkx2-5/Rbm24/Bhlha15/Myocd/Lmod3/Piezo1/Tmem119/Hdac4/Neu2/Fbxo22,21
GO:0060117,auditory receptor cell development,17/5933,33/29008,7.31E-05,3.86E-04,1.88E-04,Sec24b/Rac1/Pcdh15/Rest/Whrn/Tmc1/Clic5/Kcnq1/Pdzd7/Myo7a/Slc9a3r1/Sod1/Triobp/Tomt/Pafah1b1/Lhfpl5/Cdh23,17
GO:0060669,embryonic placenta morphogenesis,17/5933,33/29008,7.31E-05,3.86E-04,1.88E-04,Bmp7/Llgl2/Gjb5/Lef1/Gcm1/St14/Cdkn1c/Socs3/Esx1/Wnt7b/Adm/Grhl2/Ncoa1/Zfp568/Itga4/Ncoa3/Tmed2,17
GO:0060740,prostate gland epithelium morphogenesis,17/5933,33/29008,7.31E-05,3.86E-04,1.88E-04,Bmp7/Rarg/Foxa1/Sox9/Stat5a/Nkx3-1/Notch1/Id4/Rxra/Hoxb13/Cyp7b1/Sulf1/Esr2/Sfrp1/Hoxd13/Esr1/Shh,17
GO:0009309,amine biosynthetic process,20/5933,42/29008,7.34E-05,3.86E-04,1.88E-04,Sms/Hand2/Nr4a2/Azin2/Insm1/Amd1/Kl/Snca/Nnmt/Tgfb2/Ldc1/Oaz2/Slc6a3/Th/Crhr2/Prg3/Gpr37/Park7/Agtr1a/Moxd1,20
GO:0042401,cellular biogenic amine biosynthetic process,20/5933,42/29008,7.34E-05,3.86E-04,1.88E-04,Sms/Hand2/Nr4a2/Azin2/Insm1/Amd1/Kl/Snca/Nnmt/Tgfb2/Ldc1/Oaz2/Slc6a3/Th/Crhr2/Prg3/Gpr37/Park7/Agtr1a/Moxd1,20
GO:0032354,response to follicle-stimulating hormone,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Tgfbr3/Efna5/Edn1/Inhba/Notch1/Epha5/Epha8/Gata4/Epha3,9
GO:0043587,tongue morphogenesis,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Six1/Cyp26b1/Hdac2/Intu/Hoxc13/Six4/Tbx1/Hdac1/Shh,9
GO:0060579,ventral spinal cord interneuron fate commitment,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Dll4/Gli3/Sufu/Dbx1/Shh/Dmrt3/Lhx3/Ascl1/Foxn4,9
GO:0060581,cell fate commitment involved in pattern specification,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Dll4/Gli3/Sufu/Dbx1/Shh/Dmrt3/Lhx3/Ascl1/Foxn4,9
GO:1903365,regulation of fear response,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Apoe/Cckbr/Ephb2/Gja1/Cck/Shank3/Penk/Npas2/Ucn,9
GO:2000822,regulation of behavioral fear response,9/5933,12/29008,7.47E-05,3.91E-04,1.90E-04,Apoe/Cckbr/Ephb2/Gja1/Cck/Shank3/Penk/Npas2/Ucn,9
GO:0060351,cartilage development involved in endochondral bone morphogenesis,19/5933,39/29008,7.49E-05,3.92E-04,1.90E-04,Col27a1/Rarg/Rarb/Sox9/Trpv4/Ext1/Col1a1/Hspg2/Shox2/Anxa6/Tgfbr2/Comp/Hoxa11/Axin2/Sik3/Serpinh1/Rara/Ihh/Hoxd11,19
GO:0010939,regulation of necrotic cell death,18/5933,36/29008,7.50E-05,3.92E-04,1.90E-04,Ybx3/Hebp2/Bnip3/Ahr/Casp8/Nol3/Ppif/Ripk3/Birc3/Nupr1/Ndufc2/Cflar/Zbp1/Peli1/Map3k7/Birc2/Ucn/Mt3,18
GO:0035115,embryonic forelimb morphogenesis,18/5933,36/29008,7.50E-05,3.92E-04,1.90E-04,Lrp6/Aldh1a2/Msx1/Rspo2/Alx3/Wnt3/Shox2/Rdh10/Wnt7a/Hoxa9/Tbx3/Hoxa11/Twist1/En1/Shh/Crabp2/Alx4/Hoxd11,18
GO:0060292,long-term synaptic depression,18/5933,36/29008,7.50E-05,3.92E-04,1.90E-04,Adcy8/Ppp1r9a/Bcl2l1/Stxbp1/Mapt/Cd38/Cbln1/Abhd6/Pick1/Dgki/Drd1/Grid2ip/Shank3/Kcnb1/Stau2/Drd5/Slc24a1/Iqsec2,18
GO:0016575,histone deacetylation,31/5933,78/29008,7.54E-05,3.94E-04,1.91E-04,Rcor2/Per1/Phb/Akap8l/Prkd2/Hdac5/Morf4l1/Mta1/Rest/Sin3b/Tgfb1/Mta3/Trerf1/Lpin1/Hdac2/Msl3/Mideas/Ctbp1/Srebf1/Pml/Aplnr/Sfpq/Mta2/Hdac1/Lrrk2/Smarcad1/Brms1l/Msl3l2/Tada3/Hdac11/Hdac4,31
GO:0010950,positive regulation of endopeptidase activity,56/5933,169/29008,7.59E-05,3.96E-04,1.92E-04,Anp32b/Bcl2l11/Nek5/Foxl2/Nodal/Efna1/Ret/Jak2/Rack1/Rest/Fis1/Snca/Usp50/Vsir/Efna3/Casp8/Nkx3-1/Perp/Pdcd5/Acvr1c/Slc1a1/Wdr35/Tfap4/Arrb1/Bak1/Cflar/Sfrp2/Wnt3a/Cck/Pmaip1/Pml/Card9/Dnaja3/Nlrp6/Cyfip2/Acer2/Grin2b/Prr7/Khdc1a/Bbc3/P2rx1/Atp2a3/Lgmn/Mtch1/Mbp/Pparg/Dapk1/Bax/Laptm5/Map3k5/Tbc1d10a/Ngfr/Gsn/Syk/Alox12/Hip1r,56
GO:0010761,fibroblast migration,25/5933,58/29008,7.75E-05,4.03E-04,1.96E-04,Rac1/Arid5b/Prkce/Tns1/Akap12/Tgfb1/Has1/Braf/Itgb1/Ccn3/Syne2/Pml/Gna12/Pmp22/Plec/Spag6l/Adipor2/Mta2/Hyal2/Tmem201/Itgb3/Slc8a1/Fgf2/Iqgap1/Pak3,25
GO:0021587,cerebellum morphogenesis,25/5933,58/29008,7.75E-05,4.03E-04,1.96E-04,Dll1/Rfx4/Lrp6/Psap/Whrn/Gli1/Coq8b/Cbln1/Wnt7a/Cend1/Hspa5/Rora/Nrxn1/Zfp365/Trnp1/Gba/Skor2/Lhx5/Ptpn11/Usp9x/Wnt1/Nfix/Map2k1/Cacna1a/Kndc1,25
GO:0043525,positive regulation of neuron apoptotic process,33/5933,85/29008,7.77E-05,4.04E-04,1.96E-04,Bcl2l11/Cdk5r1/Grn/Rapsn/Pin1/Foxo3/Atf4/Optn/Egr1/Fis1/Map2k4/Tgfb2/Ptprf/Nr3c1/Nf1/Atm/Nqo2/Casp6/Nupr1/Pmaip1/Ncf2/Grik2/Nqo1/Agrn/Mybl2/Bace1/Bbc3/Fgfr3/Bax/Ascl1/Tfap2b/Hdac4/Pak3,33
GO:0061371,determination of heart left/right asymmetry,28/5933,68/29008,7.93E-05,4.12E-04,2.00E-04,Dll1/Mib1/Hand2/Lrp6/Aldh1a2/Nodal/Mesp1/Ccdc40/Sufu/Cited2/Gja1/Pkd2/T/Notch1/Tbx3/Wnt3a/Zic3/Aplnr/Tgfbr2/Gata4/Eng/Tbx2/Nkx2-5/Shh/Lbx1/Tmed2/Ihh/Tbx20,28
GO:0008356,asymmetric cell division,13/5933,22/29008,8.22E-05,4.26E-04,2.07E-04,Hoxc4/Sox5/Dicer1/Stra8/Actr2/Rgs14/Arhgef2/Zbtb16/Etv5/Golga2/Wnt9b/Fgf13/Tead3,13
GO:0042481,regulation of odontogenesis,13/5933,22/29008,8.22E-05,4.26E-04,2.07E-04,Apcdd1/Wnt10a/Edn1/Tgfb1/Msx1/Dicer1/Rspo2/Bmp2/Sp6/Shh/Dmrt3/Ngfr/Pax9,13
GO:0060055,angiogenesis involved in wound healing,13/5933,22/29008,8.22E-05,4.26E-04,2.07E-04,Gpr4/Ndnf/Serpine1/Tafa5/B4galt1/Foxc2/Gata2/Pik3cb/Adipor2/Smoc2/Vegfb/Cx3cl1/Hpse,13
GO:0060547,negative regulation of necrotic cell death,13/5933,22/29008,8.22E-05,4.26E-04,2.07E-04,Ybx3/Ahr/Casp8/Nol3/Birc3/Nupr1/Ndufc2/Cflar/Peli1/Map3k7/Birc2/Ucn/Mt3,13
GO:0042491,inner ear auditory receptor cell differentiation,24/5933,55/29008,8.45E-05,4.37E-04,2.12E-04,Dll1/Sec24b/Rac1/Pcdh15/Rest/Whrn/Atoh1/Esrp1/Tmc1/Clic5/Kcnq1/Hey1/Pdzd7/Notch1/Myo7a/Slc9a3r1/Cux1/Jag1/Sod1/Triobp/Tomt/Pafah1b1/Lhfpl5/Cdh23,24
GO:0046580,negative regulation of Ras protein signal transduction,24/5933,55/29008,8.45E-05,4.37E-04,2.12E-04,Ripor1/Rasal1/Git1/Ccdc125/Stmn3/Itga3/Ephb2/Tgfb2/Ppp2cb/Spry1/Dgkz/Nf1/Itgb1/Rapgef1/Stambp/Kctd10/Spry2/Lztr1/Timp2/Arhgap24/Flcn/Heg1/Dab2ip/Tnk1,24
GO:0048701,embryonic cranial skeleton morphogenesis,24/5933,55/29008,8.45E-05,4.37E-04,2.12E-04,Six1/Prrx1/Gli3/Dlx2/Nodal/Tgfb2/Foxc2/Alx3/Gnas/Rdh10/Grhl2/Tgfb3/Tbx15/Slc39a3/Tgfbr2/Mmp14/Mmp16/Six4/Wnt9b/Six2/Twist1/Tbx1/Eif4a3l1/Wdr19,24
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,30/5933,75/29008,8.51E-05,4.39E-04,2.13E-04,Unc5b/Rgl2/Nedd4/Ror2/Jak2/Pdgfrb/Sox9/Tgfb2/Ppard/F2/Osm/Nkx3-1/Wnt16/Ror1/Cntf/Sema4d/Erbb4/Agap2/Flt1/Agt/Csf3/Pdgfa/Prr5/Cat/Rara/Pdgfb/Mydgf/Fgf2/Reln/Ntrk2,30
GO:0051149,positive regulation of muscle cell differentiation,30/5933,75/29008,8.51E-05,4.39E-04,2.13E-04,Nek5/Pin1/Olfm2/Camk1/Mesp1/Rbm4/Edn1/Tgfb1/Nr3c1/Adrb1/Cyp26b1/Mdm2/Parp2/Shox2/Trim32/Bcl2/Wnt3a/Kit/Mmp14/Ccn4/Atp11a/Eng/Tbx1/Shh/Rbm24/Myocd/Mylk3/Lmod3/Piezo1/Neu2,30
GO:0043467,regulation of generation of precursor metabolites and energy,50/5933,147/29008,8.56E-05,4.41E-04,2.15E-04,Prkaa1/Ier3/Ak4/Trap1/Epm2aip1/Git1/Jmjd8/Irs1/Nkx1-1/Slc4a4/Cox7a1/Pnpt1/Trpv4/Rubcnl/Inpp5k/Ddit4/Bnip3/Chchd4/Akt2/Gcgr/Ifnlr1/Cox7a2l/Prdm16/Zbtb7a/Ide/Oas1a/Cavin3/Ppif/Coa8/Cdk1/Nupr1/Esrrb/Oas1c/Ppp1r3c/Phlda2/Shmt2/Ppp1r3d/Pde2a/Prkaa2/Gadd45gip1/Flcn/Gpd1/Sorbs1/Slc4a1/Uqcc2/Oas1f/Park7/Cisd1/Hdac4/Il10rb,50
GO:0044242,cellular lipid catabolic process,70/5933,224/29008,8.78E-05,4.52E-04,2.20E-04,Plbd2/Abcd3/Cyp1b1/Irs1/Psap/Smpd4/Mfsd2a/Crabp1/Pnpla2/Bdh2/Pla2g2c/Auh/Prdx6/Lpl/Plcg2/Ppard/Prkcd/Akt2/Ehhadh/Lpin1/Cyp26b1/Cyp26c1/Mlycd/Lipe/Cyp26a1/Abhd6/Hexa/Acot2/Gpld1/Pla2g10/Pla2g5/Pex5/Enpp7/Apob/Gba/Plcg1/Nudt7/Abcd4/Twist1/Apoa1/Acer2/Lypla2/Asah2/Pnpla1/Liph/Hacl1/Smpdl3a/Pla2g4d/Smpdl3b/Fabp1/Scarb1/Enpp2/Pla2g4b/Tuba8/Pla2g1b/Cnr1/Acaa2/Cyp2w1/Slc25a17/Acot8/Faah/Pld1/Smpd5/Adtrp/Dagla/Lipc/Neu2/Amacr/Acad11/Mt3,70
GO:0001936,regulation of endothelial cell proliferation,55/5933,166/29008,8.78E-05,4.52E-04,2.20E-04,Rptor/Apoe/Akt3/Ppp1r16b/Sparc/Dll4/Aldh1a2/Prkd2/Hmgb2/Flt4/Stat5a/Atoh8/Vash2/Egr3/Cdh13/Dicer1/Sema5a/Nf1/Nr4a1/Gja1/Pold4/Vash1/Gata2/Cav2/Bmp2/Bmp6/Aplnr/Bmpr2/Pgf/Sulf1/Itga4/Zfp580/Il12a/Vegfb/Plcg1/Dysf/Flt1/Cxcl12/Pik3cd/Cnmd/Eng/Lrg1/Fgfr3/Pparg/Il12b/Pdgfb/Ang2/Apln/Itgb3/Mydgf/Ngfr/Fgf2/Rictor/Ghsr/Agtr1a,55
GO:0009746,response to hexose,61/5933,189/29008,8.82E-05,4.54E-04,2.21E-04,Adcy8/Prkaa1/Trpm4/Jagn1/Pim3/Rac1/Prkce/Gpam/Trpa1/Rab11fip5/Tcf7l2/Foxa2/Rack1/Egr1/Rbm4/Efna5/Rfx6/Gjd3/Ppard/Sidt2/Sox4/Pax2/Acvr1c/Casp6/Gpld1/Arrb1/Sarm1/Epha5/Grk2/Smarca4/Srebf1/Crhr2/Pde3b/Sybu/Ncf2/Nrxn1/Kcnb1/Lrp5/Unc13b/Zbed6/Nr1d1/Lepr/Neurod1/Hmgn3/Brsk2/Gpr39/Prkaa2/Adcy5/Baiap3/Icam1/Atg7/Adra2a/Oprk1/Ang2/Ern1/Camk2n1/Cacna1e/Pde1c/Pde8b/Ptprn/C1qtnf12,61
GO:0060119,inner ear receptor cell development,27/5933,65/29008,8.84E-05,4.54E-04,2.21E-04,Sec24b/Rac1/Pcdh15/Rest/Naglu/Whrn/Gabra5/Dicer1/Tmc1/Clic5/Kcnq1/Hey1/Pdzd7/Myo7a/Slc9a3r1/Sod1/Triobp/Tomt/Pafah1b1/Tsku/Lhfpl5/Cecr2/Mks1/Fat4/Atp8b1/Cdh23/Cthrc1,27
